,DateTime,Room,Capacity,Module,NumReg,Associated,PercentageEstimate,BinaryEstimate
274,2015-11-05 16:00:00,B-002,90,COMP30520P1,60,22,0.0,0
275,2015-11-06 09:00:00,B-002,90,COMP30220,38,2,0.0,0
276,2015-11-06 09:00:00,B-002,90,COMP30220,38,2,0.0,0
277,2015-11-06 09:00:00,B-002,90,COMP30220,38,2,0.0,0
278,2015-11-06 09:00:00,B-002,90,COMP30220,38,3,0.0,0
279,2015-11-06 09:00:00,B-002,90,COMP30220,38,3,0.0,0
280,2015-11-06 09:00:00,B-002,90,COMP30220,38,3,0.0,0
281,2015-11-06 09:00:00,B-002,90,COMP30220,38,3,0.0,0
282,2015-11-06 09:00:00,B-002,90,COMP30220,38,2,0.0,0
283,2015-11-06 09:00:00,B-002,90,COMP30220,38,2,0.0,0
284,2015-11-06 09:00:00,B-002,90,COMP30220,38,2,0.0,0
285,2015-11-06 09:00:00,B-002,90,COMP30220,38,3,0.0,0
286,2015-11-06 09:00:00,B-002,90,COMP30220,38,2,0.0,0
287,2015-11-06 10:00:00,B-002,90,None,0,2,0.0,0
288,2015-11-06 10:00:00,B-002,90,None,0,3,0.0,0
289,2015-11-06 10:00:00,B-002,90,None,0,2,0.0,0
290,2015-11-06 10:00:00,B-002,90,None,0,3,0.0,0
291,2015-11-06 10:00:00,B-002,90,None,0,4,0.0,0
292,2015-11-06 10:00:00,B-002,90,None,0,4,0.0,0
293,2015-11-06 10:00:00,B-002,90,None,0,2,0.0,0
294,2015-11-06 10:00:00,B-002,90,None,0,2,0.0,0
295,2015-11-06 10:00:00,B-002,90,None,0,6,0.0,0
296,2015-11-06 10:00:00,B-002,90,None,0,8,0.0,0
297,2015-11-06 10:00:00,B-002,90,None,0,11,0.0,0
298,2015-11-06 10:00:00,B-002,90,None,0,16,0.0,0
299,2015-11-06 11:00:00,B-002,90,COMP30190P1,29,16,0.25,1
300,2015-11-06 11:00:00,B-002,90,COMP30190P1,29,15,0.25,1
301,2015-11-06 11:00:00,B-002,90,COMP30190P1,29,16,0.25,1
302,2015-11-06 11:00:00,B-002,90,COMP30190P1,29,13,0.25,1
303,2015-11-06 11:00:00,B-002,90,COMP30190P1,29,18,0.25,1
304,2015-11-06 11:00:00,B-002,90,COMP30190P1,29,20,0.25,1
305,2015-11-06 11:00:00,B-002,90,COMP30190P1,29,17,0.25,1
306,2015-11-06 11:00:00,B-002,90,COMP30190P1,29,17,0.25,1
307,2015-11-06 11:00:00,B-002,90,COMP30190P1,29,17,0.25,1
308,2015-11-06 11:00:00,B-002,90,COMP30190P1,29,19,0.25,1
309,2015-11-06 11:00:00,B-002,90,COMP30190P1,29,19,0.25,1
310,2015-11-06 11:00:00,B-002,90,COMP30190P1,29,23,0.25,1
311,2015-11-06 12:00:00,B-002,90,COMP30190P1,29,18,0.25,1
312,2015-11-06 12:00:00,B-002,90,COMP30190P1,29,12,0.25,1
313,2015-11-06 12:00:00,B-002,90,COMP30190P1,29,11,0.25,1
314,2015-11-06 12:00:00,B-002,90,COMP30190P1,29,13,0.25,1
315,2015-11-06 12:00:00,B-002,90,COMP30190P1,29,15,0.25,1
316,2015-11-06 12:00:00,B-002,90,COMP30190P1,29,15,0.25,1
317,2015-11-06 12:00:00,B-002,90,COMP30190P1,29,14,0.25,1
318,2015-11-06 12:00:00,B-002,90,COMP30190P1,29,15,0.25,1
319,2015-11-06 12:00:00,B-002,90,COMP30190P1,29,14,0.25,1
320,2015-11-06 12:00:00,B-002,90,COMP30190P1,29,13,0.25,1
321,2015-11-06 12:00:00,B-002,90,COMP30190P1,29,15,0.25,1
322,2015-11-06 12:00:00,B-002,90,COMP30190P1,29,14,0.25,1
323,2015-11-06 13:00:00,B-002,90,COMP30170,51,11,0.25,1
324,2015-11-06 13:00:00,B-002,90,COMP30170,51,13,0.25,1
325,2015-11-06 13:00:00,B-002,90,COMP30170,51,10,0.25,1
326,2015-11-06 13:00:00,B-002,90,COMP30170,51,12,0.25,1
327,2015-11-06 13:00:00,B-002,90,COMP30170,51,11,0.25,1
328,2015-11-06 13:00:00,B-002,90,COMP30170,51,8,0.25,1
329,2015-11-06 13:00:00,B-002,90,COMP30170,51,9,0.25,1
330,2015-11-06 13:00:00,B-002,90,COMP30170,51,9,0.25,1
331,2015-11-06 13:00:00,B-002,90,COMP30170,51,7,0.25,1
332,2015-11-06 13:00:00,B-002,90,COMP30170,51,19,0.25,1
333,2015-11-06 14:00:00,B-002,90,COMP30240,42,10,0.25,1
334,2015-11-06 14:00:00,B-002,90,COMP30240,42,13,0.25,1
